Puesto,Empresa,Detalles,Enlace
Senior Machine-Learning Engineer,BASF,27/03/2025 |  | Madrid (Híbrido) | Inteligencia Artificial/Machine Learning,https://www.tecnoempleo.com/senior-machine-learning-engineer-basf/tensorflow-pytorch-python/rf-6fb2149412e4731cb644
Senior Full Stack Engineer,Ebury,26/03/2025 |  | Madrid (Híbrido) | Programador,https://www.tecnoempleo.com/senior-full-stack-engineer-ebury/python-django/rf-3f8e1976b2dee3373149
Industrial IoT & Data Engineer,Apeirum,26/03/2025 |  | 100% remoto | Big Data,https://www.tecnoempleo.com/industrial-iot-data-engineer-apeirum/machine-learning-azure-python-sql-pys/rf-a82b1a757227f333b044
Site Reliability Engineer,Oracle,26/03/2025 |  | Madrid (Híbrido) | DevOps,https://www.tecnoempleo.com/site-reliability-engineer-oracle/python-ruby-bash-linux/rf-b89c13725288c38b7341
Senior Software Engineer,Ebury,25/03/2025 |  | Málaga (Híbrido) | Programador,https://www.tecnoempleo.com/senior-software-engineer-ebury/python-django/rf-2b8e14a0121c438cde4f
Principal Full Stack Engineer,Ebury,25/03/2025 |  | Madrid | Programador,https://www.tecnoempleo.com/principal-full-stack-engineer-madrid/python-django-node-typescript-vue/rf-c6d517cbe24193469b4d
Senior Software Engineer,Ebury,25/03/2025 |  | Madrid (Híbrido) y otras | Programador,https://www.tecnoempleo.com/senior-software-engineer-ebury/python/rf-07c51ff702e0830c2c47
Site Reliability Engineer,Oracle,24/03/2025 |  | Barcelona (Híbrido) | DevOps,https://www.tecnoempleo.com/site-reliability-engineer-oracle/python-powershell-bash-windows-server-lin/rf-e4781ee702d3a361a549
Data Engineer (Industrial IoT),Apeirum,24/03/2025 |  | 100% remoto | Big Data,https://www.tecnoempleo.com/data-engineer-industrial-iot-apeirum/python-sql-pyspark-c/rf-19a616da524a93074b4c
Full Stack Engineer (Lending Team),Ebury,24/03/2025 |  | Madrid (Híbrido) | Programador,https://www.tecnoempleo.com/full-stack-engineer-lending-team-ebury/python-django-node-react-vue/rf-7710132552d4c3fd2b49
Azure Data Engineer,Cognizant Technology Solutions,24/03/2025 |  | 100% remoto | Big Data,https://www.tecnoempleo.com/azure-data-engineer-cognizant-technology-solutions/azure-python-sql/rf-74b41fb982c243257c46
Senior Software Engineer Fintech,Ebury,24/03/2025 |  | Málaga (Híbrido) y otras | Programador,https://www.tecnoempleo.com/senior-software-engineer-fintech-ebury/python/rf-1f2514e3d267a3b93c45
Senior Full-Stack Developer (Risk Team),Ebury,24/03/2025 |  | Málaga (Híbrido) | Programador,https://www.tecnoempleo.com/senior-full-stack-developer-risk-team-ebury/python-django-node-react-vue/rf-70ee109dd2a8f3ee5349
Full stack Developer GIS,Serbyte Servicios IT,21/03/2025 |  | Madrid (Híbrido) | Programador | 30.000€ - 36.000€ b/a,https://www.tecnoempleo.com/full-stack-developer-gis-serbyte-servicios-it/gis-arcgis-postgresql-python/rf-d4ec1d11425503da4242
Desarrollador Fullstack IA,Serbyte Servicios IT,21/03/2025 |  | Madrid (Híbrido) | Inteligencia Artificial/Machine Learning | 36.000€ - 42.000€ b/a,https://www.tecnoempleo.com/desarrollador-fullstack-ia-serbyte-servicios-it/python-tensorflow-keras-op/rf-03131348929223f3bb4b
Desarrollador Odoo,AIT tech venture,21/03/2025 |  | 100% remoto | Programador,https://www.tecnoempleo.com/desarrollador-odoo-ait-tech-venture/odoo-python-sql/rf-e0f11734d2ab53914c44
Data Foundations Consultant,Accenture,20/03/2025 |  | Barcelona | Big Data,https://www.tecnoempleo.com/data-foundations-consultant-accenture/etl-aws-azure-gcp-python/rf-ba8a1720e2c22326d44b
Application Security Engineer,Amazon,20/03/2025 |  | Barcelona | Ciberseguridad,https://www.tecnoempleo.com/application-security-engineer-amazon/http-dns-python-ruby-go/rf-29e812d8b2e333a26a44
Senior Data Analyst,BNP Paribas,20/03/2025 |  | Madrid | Big Data,https://www.tecnoempleo.com/senior-data-analyst-bnp-paribas/python-spark-kafka-tableau/rf-a5be1179a24af35fb044
Senior Data Analyst,BNP Paribas,19/03/2025 |  | Madrid (Híbrido) | Big Data,https://www.tecnoempleo.com/senior-data-analyst-bnp-paribas/python-spark-kafka-tableau/rf-fbc51e40928bd3edcf43
2025 Software Dev Engineer Intern,Amazon,19/03/2025 |  | Madrid | Programador,https://www.tecnoempleo.com/2025-software-dev-engineer-intern-amazon/java-c-c-python/rf-fc1b1705f29f03c6304b
Software Engineering Specialist,Santander,18/03/2025 |  | Madrid y otras | Programador,https://www.tecnoempleo.com/software-engineering-specialist-santander/python-java-c-javascript/rf-75951a7c52a833cf864c
Digitalizador/a Ciberseguridad,Santander,17/03/2025 |  | Madrid | Ciberseguridad,https://www.tecnoempleo.com/digitalizador-ciberseguridad-santander/python-php-node-bash-linux/rf-99d912f2a2f403a5b745
"Applied Scientist, ATS Machine Learning",Amazon,17/03/2025 |  | Barcelona | Inteligencia Artificial/Machine Learning,https://www.tecnoempleo.com/applied-scientist-ats-machine-learning-amazon/java-c-python-machine-learni/rf-bb8a11b4a2e543210941
Data & Analytics Engineer,Tangelo Games,17/03/2025 |  | Barcelona (Híbrido) | Big Data,https://www.tecnoempleo.com/data-analytics-engineer-tangelo-games/etl-sql-python/rf-4aa0116f823d2370ae4c
Data Engineer,Krell Consulting & Training,14/03/2025 |  | Madrid | Big Data,https://www.tecnoempleo.com/data-engineer-madrid/python-sql/rf-36511877827b93983e42
Desarrollador Business Intelligence,Santander,07/03/2025 |  | Madrid | Programador,https://www.tecnoempleo.com/desarrollador-business-intelligence-santander/qlikview-qliksense-business-/rf-4c7f115a42cae3a23f4c
Industrial IoT & Data,Apeirum,28/02/2025 |  | 100% remoto | Big Data,https://www.tecnoempleo.com/industrial-iot-data-apeirum/python-sql-pyspark-c/rf-b2d917d3d2e6136b3a4d
Backend Engineering,Santander,21/02/2025 |  | Madrid | Programador,https://www.tecnoempleo.com/backend-engineering-santander/php-python-java-node/rf-cef51a45120d53dc5544
Programador Host (Medios de Pagos ),Krell Consulting & Training,30/01/2025 |  | Barcelona | Analista Programador | 27.000€ - 33.000€ b/a,https://www.tecnoempleo.com/programador-host-medios-pagos-barcelona/scala-powershell-sql-python/rf-2e451de2c2841363f845
Auditor Seguridad / Hacking,Grupo SIA,17/01/2025 |  | Madrid | Ciberseguridad,https://www.tecnoempleo.com/auditor-seguridad-hacking-madrid/malware-hacking-python-powershell/rf-c77317fa82c923f6fd41
Ingeniero de Datos ThetaRay,Krell Consulting & Training,09/12/2024 |  | 100% remoto | Big Data,https://www.tecnoempleo.com/ingeniero-datos-thetaray-remoto/thetaray-scala-python/rf-f49a15c172376314024f
Data Scientist con Conocimientos en MLOps,Krell Consulting & Training,08/11/2024 |  | Sevilla (Híbrido) y otras | Big Data,https://www.tecnoempleo.com/data-scientist-con-conocimientos-en-mlops-hibrido/python-r-data-mlops/rf-8d52145a12662316ba4f
Integration Engineer,Krell Consulting & Training,07/10/2024 |  | Barcelona | Big Data,https://www.tecnoempleo.com/integration-engineer-barcelona/scala-powershell-sql-python/rf-ae44196b92a59362474b
Experto en AI/NLP/ML,Krell Consulting & Training,03/10/2024 |  | Sevilla (Presencial) | Inteligencia Artificial/Machine Learning,https://www.tecnoempleo.com/experto-en-ai-nlp-ml-presencial/python-ai-nlp-machine-learning/rf-06ee1688623b63489b4c
Analista de Automatización de Procesos,Krell Consulting & Training,16/09/2024 |  | 100% remoto | Analista,https://www.tecnoempleo.com/analista-automatizacion-procesos-remoto/access-excel-python-powershell/rf-62c31899d2a593505042
Consultor/a tecnico/a Hacking etico,Grupo SIA,06/09/2024 |  | Bizkaia | Ciberseguridad,https://www.tecnoempleo.com/consultor-tecnico-hacking-etico-bizkaia/powershell-python-red-team-malware/rf-e678kba348e0e7c862i0
Técnico/a de Sistemas/datos Senior,Krell Consulting & Training,02/09/2024 |  | 100% remoto | Arquitecto TIC | 36.000€ - 36.000€ b/a,https://www.tecnoempleo.com/tecnico-sistemas-datos-senior-remoto/aws-python/rf-5d641d50f2bb53d33945
ODOO Developer,HAYS,23/08/2024 |  | Valencia (Presencial) y otras | Programador | 36.000€ - 45.000€ b/a,https://www.tecnoempleo.com/odoo-developer-presencial/odoo-python-django/rf-51531192925353c12043
Data Engineer,Krell Consulting & Training,01/08/2024 |  | 100% remoto | Base de Datos/DBA,https://www.tecnoempleo.com/data-engineer-remoto/data-scala-python-databricks-sql/rf-2b7e1fd772e8431ef94e
Data Scientist,Krell Consulting & Training,26/07/2024 |  | Madrid (Híbrido) | Consultor,https://www.tecnoempleo.com/data-scientist-hibrido/python-pyspark-postgresql-power-bi/rf-7ce11417724913be424b
AI Developer,HAYS,20/05/2024 |  | Valencia (Híbrido) | Inteligencia Artificial/Machine Learning,https://www.tecnoempleo.com/ai-developer-hibrido/python-llm-tensorflow-pytorch/rf-0cd11529f2be03117049
Ingeniero con experiencia en desarrollo,Krell Consulting & Training,12/04/2024 |  | Madrid (Híbrido) | Programador,https://www.tecnoempleo.com/ingeniero-con-experiencia-en-desarrollo-hibrido/c-c-python/rf-e47e16a3f205034f4643
Cloud Developer,HAYS,23/02/2024 |  | Valencia (Híbrido) y otras | Desarrollador Web | 45.000€ - 60.000€ b/a,https://www.tecnoempleo.com/cloud-developer-hibrido/aws-azure-python-java-nodejs/rf-a22913a68296f31bab49
Ingeniero/a de testing,GMV,07/11/2023 |  | Madrid | Tester/QA,https://www.tecnoempleo.com/ingeniero-testing-madrid/testing-linux-python/rf-5330133b52b7930b354c
Ingeniero/a software (desarrollo e IA),GMV,07/11/2023 |  | Madrid | Programador,https://www.tecnoempleo.com/ingeniero-software-desarrollo-e-ia-madrid/java-python-javascript/rf-a3931cc93205d33c6f4a
Ingeniero/a pruebas automatizadas,The Adecco Group,23/06/2023 |  | Madrid | Desarrollador Móvil | 30.000€ - 39.000€ b/a,https://www.tecnoempleo.com/ingeniero-pruebas-automatizadas-madrid/python-linux/rf-7df11452a29e036fd94e
Beca en Ciberseguridad,Grupo SIA,25/01/2022 |  | Madrid y otras | Ciberseguridad | Contrato prácticas,https://www.tecnoempleo.com/beca-en-ciberseguridad-madrid/java-python/rf-af7fu120ej08e734f0d9
FP Superior Informática - AI,Indra Sistemas,28/01/2019 |  | Madrid | Programador,https://www.tecnoempleo.com/fp-superior-informatica-ai-madrid/python-powershell-automatismos/rf-7bfdi0c505023v613f21
Administrador Sistemas Linux,Stratio,16/05/2018 |  | Madrid | Administrador | 33.000€ - 42.000€ b/a | Jornada intensiva mañana,https://www.tecnoempleo.com/administrador-sistemas-linux-madrid/linux-docker-ansible-python/rf-7cf7oaf68796cz4b2as0
"Analista Programador IA, BI",Incoming Domain,18/03/2026 Nueva |  | Madrid y otras | Analista Programador | 21.000€ - 30.000€ b/a,https://www.tecnoempleo.com/analista-programador-ia-bi-incoming-domain/aws-iam/rf-a6f81eb27292d3d98a41
Programador/a Fullstack Java y React,CMV Consultores,18/03/2026 Actualizada |  | 100% remoto | Programador | 36.000€ - 39.000€ b/a,https://www.tecnoempleo.com/programador-fullstack-java-react-cmv-consultores/javascript-typescript/rf-b1971f7512aae3da0846
DevOps Engineer,AstraZeneca,18/03/2026 Actualizada |  | Barcelona | DevOps,https://www.tecnoempleo.com/devops-engineer-astrazeneca/aws-eks/rf-05f61517425c13c02c41
Analista Protección Ciberataques,Cajamar Tecnología,18/03/2026 Actualizada |  | Almería (Híbrido) y otras | Analista,https://www.tecnoempleo.com/analista-proteccion-ciberataques-cajamar-tecnologi/xsiam-siem/rf-cb6e1575d273e345af4b
Data Engineer Pyspark SQL AWS (Fluent English),CAS TRAINING,18/03/2026 Actualizada |  | Madrid | Big Data | 39.000€ - 45.000€ b/a,https://www.tecnoempleo.com/data-engineer-pyspark-sql-aws-fluent-english-cas-t/pyspark/rf-1bd81628f2c733309844
Ingeniero/a DevOps,Second Window,18/03/2026 Actualizada |  | Madrid | DevOps | Jornada intensiva mañana,https://www.tecnoempleo.com/ingeniero-devops-second-window/jenkis-maven/rf-5b15140792f0f3876249
Analista Respuesta Nivel 3,Cajamar Tecnología,18/03/2026 Actualizada |  | Almería (Híbrido) y otras | Analista,https://www.tecnoempleo.com/analista-respuesta-nivel-3-cajamar-tecnologia/siem-xdr/rf-fe911229428ec3f26c49
Senior Cloud Solution Architect - Data & AI,Swiss Re,18/03/2026 Actualizada |  | Madrid | Arquitecto TIC,https://www.tecnoempleo.com/senior-cloud-solution-architect-data-ai-swiss-re/azure-data-factory-databr/rf-ec9f10c7c20b03addf44
Tecnico/a de Monitorizacion,Grupo Digital,18/03/2026 Actualizada |  | Barcelona (Presencial) | Técnico de Sistemas,https://www.tecnoempleo.com/tecnico-monitorizacion-grupo-digital/grafana-elk/rf-19031c67c281b3dafa43
Senior PHP nativo Developer,Michael Page,18/03/2026 Actualizada |  | 100% remoto | Programador | 36.000€ - 45.000€ b/a,https://www.tecnoempleo.com/senior-php-nativo-developer-michael-page/mysql-mariadb/rf-3d731b0b729d232f0244
Ingeniero/a Senior de Verificación,GMV,18/03/2026 Actualizada |  | Madrid | Técnico Software,https://www.tecnoempleo.com/ingeniero-senior-verificacion-gmv/jenkins-pytest/rf-d4ee1e6d422ac31ba74d
Lead Data Software Engineer,EPAM,18/03/2026 Actualizada |  | Málaga | Big Data,https://www.tecnoempleo.com/lead-data-software-engineer-epam/scala-spark/rf-ce5611ea62b203830848
DevOps Engineer - StartUp Smart Cities,Page Personnel,18/03/2026 Actualizada |  | Barcelona (Híbrido) | DevOps | 48.000€ - 60.000€ b/a,https://www.tecnoempleo.com/devops-engineer-startup-smart-cities-page-personne/azure-rabbitmq/rf-f1051c51325113adcb4b
Ingeniero/a de Proyectos 4.0,Michael Page,18/03/2026 Actualizada |  | Zaragoza | Ingenieros/Industria | 30.000€ - 42.000€ b/a,https://www.tecnoempleo.com/ingeniero-proyectos-40-michael-page/mes-scada/rf-60bc1dbe62a56369ce45
Ingeniero 5G - Telecomunicaciones,Michael Page,18/03/2026 Actualizada |  | Madrid | Redes,https://www.tecnoempleo.com/ingeniero-5g-telecomunicaciones-michael-page/nokia-ericsson/rf-7e741fd16269e3b24847
Infrastructure Engineer,Michael Page,18/03/2026 Actualizada |  | Barcelona (Híbrido) | Técnico de Sistemas,https://www.tecnoempleo.com/infrastructure-engineer-michael-page/windows-active-directory/rf-1a3515dda2eb83ce8347
Data Technical Manager,Cognizant Technology Solutions,18/03/2026 Actualizada |  | Madrid | Big Data,https://www.tecnoempleo.com/data-technical-manager-cognizant-technology-soluti/aws-azure/rf-4783152842f353d8be41
Desarrollador/a ION Trading,Grupo Digital,18/03/2026 Actualizada |  | Madrid (Híbrido) | Programador,https://www.tecnoempleo.com/desarrollador-ion-trading-grupo-digital/java-ion-trading/rf-3ae9188a227d432af144
Resp. Monitorización Ciberseguridad,Cajamar Tecnología,18/03/2026 Actualizada |  | Almería (Híbrido) y otras | Ciberseguridad,https://www.tecnoempleo.com/resp-monitorizacion-ciberseguridad-cajamar-tecnolo/siem-xsiam/rf-ae2d1369b2a2b3f6154e
Fullstack Java & React (C1 Inglés),Serem,17/03/2026 |  | 100% remoto | Programador,https://www.tecnoempleo.com/fullstack-java-react-c1-ingles-serem/spring-groovy/rf-225a1d69d2f8e3851a42
DevOps Engineer / Software Engineer,CMV Consultores,17/03/2026 |  | Madrid (Presencial) | DevOps,https://www.tecnoempleo.com/devops-engineer-software-engineer-cmv-consultores/dev-spaces-openshift/rf-79d51afcb23683fe644e
Técnico/ a Cloud GCP,Arelance,17/03/2026 |  | 100% remoto | Administrador | 24.000€ - 36.000€ b/a,https://www.tecnoempleo.com/tecnico-cloud-gcp-arelance/google-cloud/rf-8bd71192e2274377ea45
Programador/a Java & React,CAS TRAINING,17/03/2026 |  | 100% remoto | Analista Programador,https://www.tecnoempleo.com/programador-java-react-cas-training/spring-rest/rf-2b9815cd722303f3fc44
Arquitecto/a Java,Aubay,17/03/2026 |  | Barcelona | Arquitecto TIC,https://www.tecnoempleo.com/arquitecto-java-aubay/spring-aws/rf-f7321cad3220030c6142
Arquitecto/a de Software,GMV,17/03/2026 |  | Madrid (Híbrido) y otras | Arquitecto TIC,https://www.tecnoempleo.com/arquitecto-software-gmv/java-spring/rf-b52b1cbdb24163919543
Robotics & AI Systems Coordinator,HAYS,17/03/2026 |  | Asturias | Ingenieros/Industria,https://www.tecnoempleo.com/robotics-ai-systems-coordinator-hays/ros-tensorrt/rf-7eac1f06c2a9b362744c
QA Lead,HAYS,17/03/2026 |  | Madrid | Tester/QA,https://www.tecnoempleo.com/qa-lead-hays/testrail-testlink/rf-7c2e16f1028313e3664a
Project Manager - AWS y Powercenter,Baoss,17/03/2026 |  | Madrid y otras | Consultor,https://www.tecnoempleo.com/project-manager-aws-powercenter-baoss/aws/rf-73881093726343d1d441
Realibility Engineer - Devops,Michael Page,16/03/2026 |  | Barcelona | DevOps,https://www.tecnoempleo.com/realibility-engineer-devops-michael-page/ci-cd-git-bash-docker/rf-f50c1e1a52cbd366644d
Desarrollador/a de software IA,Enusa Industrias Avanzadas,16/03/2026 |  | Madrid | Analista Programador | 45.000€ - 54.000€ b/a,https://www.tecnoempleo.com/desarrollador-software-ia-enusa-industrias-avanzad/j2ee-java/rf-5d281102922c6352c549
FullStack Developer (AI Native DevEx Engineer),sg tech,16/03/2026 |  | Madrid (Híbrido) | Inteligencia Artificial/Machine Learning,https://www.tecnoempleo.com/fullstack-developer-ai-native-devex-engineer-sg-te/apigee-react/rf-a31b1388f2b2a3e22e40
Technical Cybersecurity Manager,FeverUp,16/03/2026 |  | Madrid | Ciberseguridad,https://www.tecnoempleo.com/technical-cybersecurity-manager-feverup/ciberseguridad/rf-409c1581f20253e20242
QA Tester - 100% Remoto,Crypto Fund Trader,16/03/2026 |  | 100% remoto | Tester/QA,https://www.tecnoempleo.com/qa-tester-100-remoto-crypto-fund-trader/bash-pyhton/rf-3bfc1357a242c3f0a243
Senior DevOps Engineer,EPAM,16/03/2026 |  | Madrid (Híbrido) | DevOps,https://www.tecnoempleo.com/senior-devops-engineer-epam/ci-cd-kubernetes/rf-83971e926220c3fc5e4a
SRE / DevOps Engineer,Veepee,13/03/2026 |  | Barcelona | DevOps,https://www.tecnoempleo.com/sre-devops-engineer-veepee/linux-windows/rf-32b41ae0126d73f6ed4d
Senior DevOps & Kubernetes,PANEL Sistemas Informáticos,13/03/2026 |  | 100% remoto | Arquitecto TIC,https://www.tecnoempleo.com/senior-devops-kubernetes-panel-sistemas-informatic/aws-azure/rf-53681e5c923db3ee8549
CyberArk Engineer - Empresa final,Michael Page,13/03/2026 |  | Madrid | Ciberseguridad | 36.000€ - 60.000€ b/a,https://www.tecnoempleo.com/cyberark-engineer-empresa-final-michael-page/jenkins-gitlab/rf-ba3510db823573807a4b
Devops,Randstad ES,12/03/2026 |  | Barcelona | DevOps,https://www.tecnoempleo.com/devops-randstad-es/aws-opentofu/rf-f42b14dae29db39dd949
AI Engineer Cloud Technologies,Deloitte,12/03/2026 |  | Barcelona (Híbrido) | Inteligencia Artificial/Machine Learning,https://www.tecnoempleo.com/ai-engineer-cloud-technologies-deloitte/inteligencia-artificial-ia/rf-3b4e1c80426253c1f74a
Senior Data Engineer - SAP BI,Airbus,12/03/2026 |  | Albacete | Big Data,https://www.tecnoempleo.com/senior-data-engineer-sap-bi-airbus/sap-bw-hana/rf-99831edf12cdf30f7f4e
DevOps Engineer,Deloitte,12/03/2026 |  | Madrid | DevOps,https://www.tecnoempleo.com/devops-engineer-deloitte/terraform-cloudformation/rf-5a0a170ab253f3912842
Ingeniero/a de Sistemas MBSE,GMV,12/03/2026 |  | Madrid (Híbrido) | Ingenieros/Industria,https://www.tecnoempleo.com/ingeniero-sistemas-mbse-gmv/sysml-uml/rf-28611e7e22fb8312a648
Administrador de sistemas,Concesur,11/03/2026 |  | Sevilla (Presencial) | Administrador | Jornada intensiva mañana,https://www.tecnoempleo.com/administrador-sistemas-concesur/active-directory-autoline/rf-feea119752d1f3ad5d4d
Técnico/a Middleware,Arelance,11/03/2026 |  | Madrid (Híbrido) | Técnico de Sistemas | 24.000€ - 30.000€ b/a,https://www.tecnoempleo.com/tecnico-middleware-arelance/jboss-whebsphere/rf-d4581ce40287c3046e43
Senior Developer Genesys Cloud CX,CMV Consultores,11/03/2026 |  | 100% remoto | Desarrollador Web,https://www.tecnoempleo.com/senior-developer-genesys-cloud-cx-cmv-consultores/api-microservicios/rf-2cf218193208331e1445
AI Software Native Senior Engineer,Accenture,10/03/2026 |  | Madrid | Arquitecto TIC,https://www.tecnoempleo.com/ai-software-native-senior-engineer-accenture/anthropic-google/rf-f7ab12f1b2b71311334c
Ingeniero DRA - Telecomunicaciones,Michael Page,10/03/2026 |  | Madrid | Redes,https://www.tecnoempleo.com/ingeniero-dra-telecomunicaciones-michael-page/stp-wireshark/rf-588511e2c29d5359af4c
Responsable Inteligencia Ciberseguridad,Cajamar Tecnología,09/03/2026 |  | Almería (Híbrido) y otras | Ciberseguridad,https://www.tecnoempleo.com/responsable-inteligencia-ciberseguridad-cajamar-te/mitre-misp/rf-74a21c2af22883bfb245
BI Developer & Data Apps (C# / .NET / SQL),Infinity Neural,09/03/2026 |  | Barcelona (Híbrido) | Big Data,https://www.tecnoempleo.com/bi-developer-data-apps-c-net-sql-infinity-neural/c-net/rf-7ce012ee023a43122343
Lead Software Test Automation Engineer,EPAM,09/03/2026 |  | Madrid | Tester/QA,https://www.tecnoempleo.com/lead-software-test-automation-engineer-epam/rh-linux-tcp-ip/rf-eafc139972e5b3e62947
Cloud Architect (Azure),Page Personnel,09/03/2026 |  | Barcelona (Híbrido) | Arquitecto TIC,https://www.tecnoempleo.com/cloud-architect-azure-page-personnel/rabbitmq-kafka/rf-594e10aa1265331c724b
Arquitecto/a de Software y datos,GMV,09/03/2026 |  | Madrid y otras | Arquitecto TIC,https://www.tecnoempleo.com/arquitecto-software-datos-gmv/airflow-prefect/rf-a28614df02a453743b49
Data Analyst & Data Engineer,Michael Page,09/03/2026 |  | Barcelona | Big Data | 33.000€ - 42.000€ b/a,https://www.tecnoempleo.com/data-analyst-data-engineer-michael-page/power-bi-dax/rf-31da1b0fd2f67333ae4e
Senior Software Engineer - AI Platform,FeverUp,09/03/2026 |  | Madrid | Inteligencia Artificial/Machine Learning,https://www.tecnoempleo.com/senior-software-engineer-ai-platform-feverup/llm-openai/rf-5f881c77a2fac36eec4a
Ingeniero/a ciberseguridad,GMV,09/03/2026 |  | Madrid (Híbrido) | Ciberseguridad,https://www.tecnoempleo.com/ingeniero-ciberseguridad-gmv/siem-qradar/rf-8fdc1640224e8353a64e
Desarrollador Senior ION Trading - Financiero,Digital Talent Agency,09/03/2026 |  | Madrid (Híbrido) | Programador,https://www.tecnoempleo.com/desarrollador-senior-ion-trading-financiero-digita/ion-trading-java/rf-672519cfe2d9b3875d4f
Administrador/a Oracle WebLogic & JBoss,Grupo Digital,06/03/2026 |  | 100% remoto | Base de Datos/DBA,https://www.tecnoempleo.com/administrador-oracle-weblogic-jboss-grupo-digital/oracle/rf-870e188ab2b343a37e4f
Manager Generative AI,Accenture,06/03/2026 |  | Madrid | Consultor,https://www.tecnoempleo.com/manager-generative-ai-accenture/generative-ai-genai/rf-e1ea1888120693a69144
Jefe Proyecto Plataforma Cognitiva IA,Cajamar Tecnología,06/03/2026 |  | Almería (Híbrido) y otras | Inteligencia Artificial/Machine Learning,https://www.tecnoempleo.com/jefe-proyecto-plataforma-cognitiva-ia-cajamar-tecn/machine-learning-nlp/rf-7ef21aa522636356b841
Ingeniero/a pentesting,GMV,06/03/2026 |  | Sevilla (Híbrido) y otras | Ciberseguridad,https://www.tecnoempleo.com/ingeniero-pentesting-gmv/red-team-cloud/rf-72c1198ac24a938e844c
RED TEAM junior,Grupo Digital,05/03/2026 |  | Barcelona (Híbrido) | Ciberseguridad,https://www.tecnoempleo.com/red-team-junior-grupo-digital/ciberseguridad-red-team/rf-8db718d3e2c483137145
Técnico Arquitectura DevOps,Cajamar Tecnología,05/03/2026 |  | Almería (Híbrido) | DevOps,https://www.tecnoempleo.com/tecnico-arquitectura-devops-cajamar-tecnologia/j2ee-cobol/rf-6e91142eb2e313d2174e
Data Engineer,Second Window,04/03/2026 |  | Madrid (Híbrido) | Big Data,https://www.tecnoempleo.com/data-engineer-second-window/pyspark-aws/rf-7485146de29143ed8c42
Senior Software Engineer - Billing Platform,Factorial,04/03/2026 |  | Barcelona | Programador,https://www.tecnoempleo.com/senior-software-engineer-billing-platform-factoria/api/rf-29e718020248f3c50e40
Ingeniero/Técnico de Ciberseguridad,Michael Page,04/03/2026 |  | Bizkaia | Ciberseguridad,https://www.tecnoempleo.com/ingeniero-tecnico-ciberseguridad-michael-page/fortinet-cisco/rf-a21c1ebf628d034cc14b
DevOps Engineer,Swiss Re,04/03/2026 |  | Madrid | DevOps,https://www.tecnoempleo.com/devops-engineer-swiss-re/bigid-kubernetes/rf-92eb119e22db838f7a4d
Desarrollador/a Fullstack - Sector Ferroviario M/F,Akkodis,04/03/2026 |  | 100% remoto | Programador,https://www.tecnoempleo.com/desarrollador-fullstack-sector-ferroviario-m-f-akk/angular-react/rf-239d157612ba439d6640
Desarrollador/a Java - SCIB,Santander,03/03/2026 |  | Madrid | Programador,https://www.tecnoempleo.com/desarrollador-java-scib-santander/oracle-shell/rf-6549127602d4d3aa0f4e
DevOps Engineer,Santander,03/03/2026 |  | Madrid | DevOps,https://www.tecnoempleo.com/devops-engineer-santander/ci-cd-terraform/rf-2aa31252f2a923ed954d
Administrador/a de Redes con Ansible,Second Window,02/03/2026 |  | 100% remoto | Redes,https://www.tecnoempleo.com/administrador-redes-con-ansible-second-window/f5-paloalto/rf-2d051ba242ba2380d74f
Analista desarrollo Automatización,Page Personnel,27/02/2026 |  | Barcelona (Híbrido) | Ingenieros/Industria,https://www.tecnoempleo.com/analista-desarrollo-automatizacion-page-personnel/plc-scada/rf-cd0b1fda0278537acb4c
Arquitecto .Net,Michael Page,27/02/2026 |  | 100% remoto | Arquitecto TIC | 60.000€ - 76.000€ b/a,https://www.tecnoempleo.com/arquitecto-net-michael-page/net-c/rf-8c0b16eca2d2d3e19f4a
React Frontend Developer,HAYS,27/02/2026 |  | Barcelona (Híbrido) | Programador,https://www.tecnoempleo.com/react-frontend-developer-hays/typescript-electron/rf-b91e1580229763fedb4d
Data Engineer,HAYS,27/02/2026 |  | Barcelona | Big Data,https://www.tecnoempleo.com/data-engineer-hays/azure-dbt/rf-5f9f1657d2eb131fe34d
Global Intelligence Lead,Michael Page,26/02/2026 |  | España | Analista,https://www.tecnoempleo.com/global-intelligence-lead-michael-page/data-mlops/rf-791a105c92639306e549
Arquitecto de Datos,PANEL Sistemas Informáticos,25/02/2026 |  | 100% remoto | Big Data,https://www.tecnoempleo.com/arquitecto-datos-panel-sistemas-informaticos/azure-synapse-data-factory/rf-65fd1debb2f96326ab48
Technical Lead Ciberseguridad (h/m),Michael Page,25/02/2026 |  | Pontevedra (Híbrido) | Ciberseguridad,https://www.tecnoempleo.com/technical-lead-ciberseguridad-h-m-michael-page/ipsec-pentesting/rf-f6971d3eb2d483a02842
Analista de Datos con Francés,Sopra Steria,23/02/2026 |  | Barcelona y otras | Analista,https://www.tecnoempleo.com/analista-datos-con-frances-sopra-steria/sql-power-bi/rf-7dea10658289b38a364f
AI Specialist - Task Automation,Santander,20/02/2026 |  | Madrid | Inteligencia Artificial/Machine Learning,https://www.tecnoempleo.com/ai-specialist-task-automation-santander/tensorflow-pytorch/rf-5c9a15f172ffa3802c4f
Cloud Engineer / DevOps,Devoteam,19/02/2026 |  | 100% remoto | DevOps,https://www.tecnoempleo.com/cloud-engineer-devops-devoteam/gcp-ci-cd/rf-f40e196d929f83dc334f
